2.6676	2.5772	2.0176	3.4169	3.1044	3.221	2.8573	2.3048	1.4529	0.47513	0.14757	0.096594	0.096818	0.081022	0.10413	0.14167	0.12653	0.070682	0.047474	0.03978	0.035707	0.065534	0.072816	0.043579	0.01617	0.0053941	0.0016744	0.00072922	0.00032773	0.0011325	0.003933	0.0081419	0.011451	0.013476	0.010782	0.0048695	0.0024877	0.0013652	0.0012572	0.0009094	0.00068162	0.00094712	0.0010917	0.0029831	0.0052053	0.0076166	0.013687	0.020156	0.021114	0.013598	0.008283	0.0089049	0.0062278	0.0027563	0.0015243	0.0011937	0.0013507	0.0017179	0.0014154	0.00071436	0.00055729	0.00045976	0.00043144	0.00074669	0.00080218	0.00075691	0.00058801	0.00097532	0.0011612	0.0015472	0.0037026	0.0034383	0.0029869	0.0026229	0.0019516	0.0019091	0.0019571	0.0013669	0.0028339	0.00557	0.0044805	0.002573	0.0046259	0.0032504	0.001018	0.00066633	0.00094855	0.00055323	0.00042431	0.00036296	0.00055912	0.00065123	0.00052948	0.00047741	0.0006606	0.00063985	0.00069617	0.00069244	0.00067834	0.00073296	0.00072252	0.00068532	0.00073592	0.00072996	0.00084789	0.00090553	0.00097192	0.00094219	0.00074742	0.0010365	0.0011501	0.0011527	0.001134	0.0010559	0.00082985	0.00080573	0.00096471	0.00094479	0.0009702	0.00096306	0.0009819	0.0011736	0.0010639	0.0010919	0.0008514	0.00097493	0.00074849	100
2.6699	2.8272	2.5936	4.6669	2.8005	0.80179	0.39955	0.46649	0.53013	1.5824	2.2574	0.99938	0.55087	0.49648	0.81755	0.79959	0.46069	0.36609	0.30842	0.14286	0.12172	0.14082	0.092098	0.025669	0.0063586	0.0026494	0.0022009	0.005328	0.0076485	0.020744	0.031372	0.029728	0.03112	0.02503	0.015271	0.0094768	0.0027625	0.0035965	0.010129	0.017025	0.020488	0.033082	0.040365	0.042578	0.040232	0.032804	0.021604	0.025243	0.020826	0.0094809	0.0052088	0.0085988	0.005446	0.0008594	0.0016217	0.0062281	0.0095684	0.0069822	0.0023246	0.0021562	0.0040646	0.0026182	0.00088786	0.00045835	0.00061166	0.00049321	0.00059906	0.00098831	0.0022398	0.0027711	0.0021328	0.0019803	0.0016468	0.001322	0.001059	0.00065776	0.0005305	0.0007313	0.0012169	0.0011417	0.00075255	0.0023817	0.0058502	0.00592	0.003169	0.0010767	0.00090275	0.00077078	0.00049258	0.00056864	0.00077911	0.00054417	0.00042197	0.00046924	0.00046914	0.00050917	0.00061538	0.00056125	0.00063139	0.00066059	0.00062327	0.0006559	0.00056068	0.00065746	0.00080257	0.00082592	0.00076433	0.00073599	0.00087778	0.00093557	0.00094937	0.00074444	0.00073563	0.00092075	0.0007779	0.00066039	0.00087773	0.00082904	0.00071966	0.0006401	0.00091003	0.00096685	0.00086316	0.00096856	0.00083409	0.00095864	0.00081318	101
4.2711	5.4051	3.9633	1.1673	0.12395	0.049517	0.017608	0.016666	0.015432	0.025615	0.082476	0.16387	0.13491	0.073081	0.068061	0.12087	0.38166	0.73196	0.56112	0.34849	0.29205	0.15004	0.072169	0.022054	0.016418	0.020317	0.037415	0.05357	0.07388	0.1229	0.098818	0.036724	0.016693	0.0086929	0.012342	0.023373	0.033334	0.031006	0.023085	0.029644	0.027275	0.011431	0.0082525	0.025621	0.02672	0.012851	0.0034384	0.0027436	0.0081087	0.010796	0.0071206	0.019882	0.022513	0.010602	0.011128	0.017738	0.017738	0.0066234	0.00097699	0.00087241	0.0012433	0.001207	0.00058461	0.0006667	0.00069925	0.00062755	0.00081129	0.0007591	0.0008799	0.00077232	0.00060272	0.00056833	0.00099699	0.0053638	0.0074313	0.0037687	0.0013588	0.00076456	0.00079611	0.0034216	0.0070279	0.0094708	0.008085	0.0043981	0.0018222	0.0014573	0.0011655	0.0012098	0.0012642	0.0010495	0.0010468	0.0012773	0.0009959	0.00085967	0.0009864	0.00089447	0.00097125	0.00079897	0.00094778	0.00101	0.00084697	0.0010936	0.00091344	0.00069213	0.00091864	0.0010374	0.0010342	0.0010106	0.0010274	0.00084364	0.0010608	0.0014671	0.0014807	0.0013232	0.00087948	0.00098882	0.0013417	0.0010659	0.00084812	0.0011514	0.001389	0.001279	0.0012782	0.0010123	0.0011034	0.0011762	0.0010228	102
2.4515	2.6273	4.0585	4.5637	2.6145	1.6771	0.71334	0.13061	0.032897	0.018926	0.015471	0.024772	0.032526	0.063255	0.071547	0.15053	0.21795	0.16376	0.094751	0.052336	0.024075	0.021346	0.027022	0.023162	0.013655	0.0028963	0.00057539	0.00033152	0.00043635	0.00055464	0.0023598	0.019471	0.039976	0.036809	0.027856	0.016948	0.0088389	0.0073253	0.0036902	0.00080657	0.00043851	0.00034099	0.0016882	0.0063173	0.012943	0.028753	0.026192	0.0074379	0.0080048	0.0089863	0.014387	0.027154	0.029261	0.016103	0.0037989	0.0013284	0.0021289	0.0017635	0.00069639	0.00039455	0.00050636	0.00039546	0.00027499	0.00023218	0.00031979	0.00033619	0.00035485	0.00030621	0.00084822	0.0030876	0.0035133	0.0020424	0.0015742	0.0014311	0.00070496	0.0005959	0.00061036	0.00073434	0.00055876	0.00067711	0.00053525	0.00060239	0.0011342	0.0011652	0.00056767	0.0004209	0.0012009	0.0011355	0.0011869	0.0010119	0.0004185	0.00038674	0.00039837	0.00082198	0.00096621	0.00054797	0.00040535	0.00046735	0.00052232	0.00050516	0.00040731	0.00035174	0.00056329	0.00057784	0.00049486	0.00052877	0.00053621	0.00069706	0.00083716	0.00078229	0.00074061	0.00067589	0.00049846	0.00051275	0.0004729	0.00052264	0.00060038	0.00067309	0.00077577	0.00070792	0.00066929	0.00076865	0.00086435	0.00077763	0.00077277	0.00074517	0.00075291	103
3.0641	4.5925	5.1525	2.7191	1.1565	0.55573	0.12785	0.045051	0.016735	0.021103	0.059428	0.17671	0.21732	0.094856	0.021416	0.013397	0.023866	0.018434	0.0091844	0.0081454	0.0053761	0.0064963	0.0048369	0.0011392	0.00079954	0.00050539	0.00022722	0.0002679	0.0003857	0.0039461	0.007856	0.0062571	0.0023872	0.00064292	0.0029463	0.010857	0.019112	0.019018	0.0065025	0.0021927	0.0095251	0.017918	0.01375	0.011215	0.01746	0.020779	0.012548	0.0042933	0.00083008	0.00045092	0.00034149	0.00063134	0.0006649	0.00044382	0.0007037	0.00061591	0.00046119	0.00040083	0.00040193	0.0003699	0.00029176	0.00031002	0.00033106	0.00038126	0.00048565	0.00057001	0.00047783	0.00039612	0.00028499	0.00025351	0.00023725	0.00020358	0.00020872	0.00025489	0.00028899	0.00027163	0.00021302	0.00019896	0.00020886	0.00024351	0.00021851	0.00029781	0.00032457	0.00030862	0.00030087	0.00030361	0.00030643	0.00030248	0.00032377	0.00033432	0.00038485	0.00035592	0.00033074	0.00032632	0.00043962	0.00042111	0.00032994	0.00034585	0.00043816	0.0004013	0.00043292	0.00041693	0.00040967	0.0004918	0.00056254	0.00051859	0.00050373	0.00046221	0.00055941	0.0005335	0.0006088	0.00068743	0.00073609	0.00073838	0.00072629	0.00079246	0.00070538	0.00074567	0.00069849	0.00075084	0.00069381	0.00055393	0.000756	0.00081362	0.00069482	0.00080989	0.00077898	104
3.0664	4.4982	4.9659	2.9236	0.55351	0.15769	0.10205	0.10017	0.13403	0.38082	0.71791	0.55782	0.29605	0.31294	0.51402	0.39641	0.14348	0.25718	0.40446	0.40642	0.29213	0.18811	0.074373	0.011254	0.0021361	0.0035767	0.0088174	0.014217	0.017964	0.067286	0.12412	0.093898	0.041864	0.014146	0.0097427	0.0099657	0.010856	0.021071	0.030393	0.037439	0.039717	0.029289	0.023906	0.022574	0.032797	0.043699	0.032749	0.01036	0.0015012	0.0027954	0.0054929	0.0064763	0.013751	0.021625	0.020569	0.014101	0.020829	0.024981	0.011306	0.0021558	0.0010113	0.0014166	0.0010726	0.00046354	0.00056853	0.00096866	0.0010017	0.00079667	0.00093956	0.0016821	0.0015511	0.0019276	0.0044734	0.0062856	0.0037061	0.0049049	0.0083241	0.0064606	0.0045534	0.0033692	0.0080842	0.0079212	0.0027709	0.00074331	0.00041788	0.00066046	0.00085184	0.00078673	0.0014765	0.0022119	0.0016879	0.00064626	0.00050921	0.00060562	0.00069925	0.00067784	0.00061805	0.0006367	0.0005863	0.00063156	0.0005821	0.00053513	0.00061144	0.00068443	0.00073138	0.00091044	0.00080269	0.00068271	0.00070705	0.00065359	0.00071015	0.00071999	0.00083486	0.0008078	0.0008773	0.00099659	0.00086809	0.00095478	0.00095833	0.00099136	0.00079505	0.00096492	0.0011563	0.0011073	0.00090941	0.00092248	0.00091428	105
0.02113	0.069197	0.21004	0.23437	0.17503	0.18001	0.34754	0.70453	0.93515	0.76233	0.62244	0.74668	1.1115	1.0696	1.0631	1.7794	2.4125	2.8298	2.7181	2.3234	1.2064	0.92546	0.98033	1.0594	1.1315	1.0188	0.92903	0.63091	0.45334	0.59325	0.59085	0.51751	0.36735	0.41503	0.47974	0.4143	0.3127	0.36367	0.42663	0.4305	0.34939	0.41425	0.51019	0.70265	0.84006	0.8427	0.9841	1.0921	1.1749	0.89664	0.95688	0.85402	0.72766	0.78891	0.90794	0.66501	0.36576	0.42902	0.36893	0.36496	0.29573	0.24057	0.25107	0.22275	0.1954	0.16883	0.16631	0.22224	0.31908	0.31561	0.25708	0.30754	0.37064	0.48626	0.48557	0.41815	0.28785	0.2666	0.23366	0.19073	0.2314	0.24039	0.22034	0.18822	0.1686	0.15265	0.16838	0.22274	0.20396	0.16344	0.19261	0.15432	0.11702	0.14414	0.12999	0.10448	0.11125	0.11551	0.11605	0.10418	0.088417	0.086736	0.089352	0.088533	0.10412	0.11453	0.092932	0.0793	0.072593	0.064174	0.064986	0.054584	0.052868	0.044391	0.055115	0.075273	0.063394	0.068985	0.061993	0.050553	0.052282	0.049741	0.030796	0.02979	0.028539	0.016226	0.011865	106
4.4982	4.5882	2.6586	0.66039	0.28173	0.29827	0.31099	0.33698	0.5092	0.40545	0.40113	0.37622	0.31467	0.41598	0.4566	0.26877	0.23046	0.38361	0.45464	0.46908	0.50042	0.64037	0.67333	0.71295	0.88278	0.9361	0.96686	0.49074	0.32089	0.32188	0.28328	0.24977	0.18949	0.27158	0.40288	0.35319	0.24252	0.21803	0.2447	0.25945	0.25848	0.31703	0.31054	0.33079	0.59105	0.7764	0.6754	0.58854	0.68325	0.72648	0.83082	0.58782	0.47058	0.41048	0.33482	0.40351	0.51524	0.5332	0.51322	0.34784	0.26239	0.18088	0.15728	0.14086	0.13467	0.13424	0.16814	0.18526	0.22477	0.32401	0.34209	0.4061	0.42693	0.43765	0.47218	0.54596	0.39295	0.32815	0.38427	0.39163	0.30373	0.25579	0.25603	0.19032	0.22449	0.22283	0.2554	0.36456	0.41227	0.30717	0.24869	0.3311	0.32932	0.28529	0.21018	0.22451	0.17431	0.13739	0.13802	0.17682	0.11857	0.13138	0.12435	0.11026	0.10763	0.10271	0.097366	0.097175	0.087487	0.07844	0.073674	0.088498	0.082345	0.066806	0.063428	0.060343	0.061526	0.056172	0.050839	0.046377	0.045838	0.0373	0.028261	0.020313	0.014447	0.011541	0.0099431	107
4.1056	4.8815	3.2167	0.92344	0.22179	0.12797	0.13224	0.12278	0.09968	0.11658	0.37441	0.37762	0.2871	0.33786	0.49513	0.70495	0.83197	0.69177	0.79913	1.3969	1.6347	1.1205	0.57713	0.75493	0.92201	0.89257	0.66085	0.53663	0.44523	0.43181	0.35308	0.28049	0.33506	0.30079	0.2835	0.27462	0.20874	0.13644	0.17017	0.2035	0.19155	0.12434	0.13162	0.16177	0.18854	0.20691	0.18137	0.18999	0.27513	0.3846	0.36575	0.27185	0.23856	0.22877	0.17261	0.2	0.19664	0.18312	0.18337	0.13681	0.091106	0.082719	0.088666	0.060186	0.067802	0.086931	0.096041	0.13008	0.14592	0.11355	0.166	0.23078	0.23284	0.2263	0.20484	0.16372	0.13401	0.15438	0.1442	0.134	0.10181	0.12661	0.17224	0.16316	0.11717	0.092645	0.09616	0.083239	0.058073	0.06173	0.056383	0.044339	0.031778	0.042362	0.063011	0.064225	0.06239	0.065674	0.055175	0.044113	0.027548	0.021743	0.018653	0.019049	0.024849	0.022627	0.02525	0.023858	0.022717	0.018329	0.021413	0.02255	0.020608	0.015745	0.015224	0.017418	0.017089	0.02314	0.020893	0.016721	0.01299	0.01065	0.011095	0.010132	0.0076309	0.0056006	0.0032225	108
2.825	3.5842	2.8006	1.1865	0.31466	0.22948	0.4511	1.0798	1.2497	0.70332	0.6497	1.4966	2.1916	1.8801	1.5751	1.3071	0.90381	0.91514	1.1047	0.88938	0.53944	0.34569	0.31423	0.31218	0.31899	0.40165	0.35974	0.22701	0.15899	0.21888	0.24635	0.22012	0.26026	0.24214	0.18653	0.16837	0.1296	0.11045	0.17989	0.23664	0.20097	0.20415	0.27552	0.42515	0.40801	0.435	0.48565	0.43833	0.28796	0.37063	0.37065	0.29971	0.28621	0.26111	0.27848	0.22712	0.16146	0.12009	0.091846	0.081275	0.078071	0.069154	0.05544	0.037148	0.026796	0.025557	0.038036	0.057821	0.090124	0.09353	0.10487	0.12149	0.10721	0.11262	0.11342	0.10316	0.14822	0.14647	0.096495	0.088164	0.081936	0.075691	0.070671	0.090016	0.077349	0.079574	0.084279	0.096054	0.15032	0.1641	0.12133	0.077437	0.072834	0.062179	0.042822	0.043449	0.041609	0.05198	0.048693	0.033755	0.034372	0.033793	0.028364	0.028228	0.029797	0.031472	0.041537	0.041023	0.028645	0.026571	0.024878	0.030882	0.028741	0.024231	0.020227	0.02019	0.024279	0.023761	0.019646	0.016538	0.013936	0.012196	0.010939	0.010514	0.0082707	0.0079835	0.0050717	109
